gene_id,chr,pos,abs_d,cohens_d,description,cog_description,func_category,signaling_layer,all_layers,tf_families,n_families,log2fc_drought,drought_cat,go_biological,kegg_pathway,n_variant_hybrids,n_ref_hybrids
Zm00001eb294740,chr6,173977731,1.9243978925261265,-1.9243978925261265,XP_002441470.2 uncharacterized protein LOC8069011 isoform X2 [Sorghum bicolor],WD repeat-containing protein,Unknown,Signal Transduction,Signal Transduction,"Dof,NAC",2,0.725,Stable,,"ko03008,map03008",8,9
Zm00001eb295670,chr6,175625843,3.049368935343808,-3.049368935343808,XP_021302461.1 protein MALE DISCOVERER 2-like [Sorghum bicolor],Protein kinase domain,Unknown,Signal Transduction,Signal Transduction|Metabolism,"C2H2,ERF,MYB",3,2.158,Strong up,,,8,11
Zm00001eb295800,chr6,175938755,2.572293252703069,-2.572293252703069,XP_004961229.1 homeobox-DDT domain protein RLT2 [Setaria italica],isoform X1,Unknown,Transcription Factor,Transcription Factor,"BES1,CAMTA,bHLH",3,0.245,Stable,,,12,5
Zm00001eb298140,chr7,880702,2.081148712700112,-2.081148712700112,XP_021310419.1 la-related protein 6C [Sorghum bicolor],La domain,Unknown,Unknown,Unknown,"C2H2,ERF,MIKC_MADS",3,0.517,Stable,,,6,12
Zm00001eb298180,chr7,1059198,2.905709175966613,-2.905709175966613,XP_002461301.1 DDRGK domain-containing protein 1 [Sorghum bicolor],DDRGK domain,Unknown,Signal Transduction,Signal Transduction,"C2H2,MIKC_MADS,MYB_related",3,0.522,Stable,,,13,6
Zm00001eb298400,chr7,1401739,2.4936713485215716,-2.4936713485215716,XP_002459219.1 serine/arginine-rich splicing factor 4 [Sorghum bicolor],nan,Unknown,Unknown,Unknown,"Dof,LFY,MYB,MYB_related,TALE,bZIP",6,0.939,Stable,,,11,4
Zm00001eb299970,chr7,5273290,2.493335649869251,2.493335649869251,XP_021310456.1 187-kDa microtubule-associated protein AIR9 [Sorghum bicolor],187-kDa microtubule-associated protein,Unknown,Unknown,Unknown,SBP,1,-0.863,Stable,,,9,10
Zm00001eb300490,chr7,6870529,2.4773540200623496,2.4773540200623496,XP_002461489.2 flavonoid 3'-monooxygenase [Sorghum bicolor],Belongs to the cytochrome P450 family,Unknown,Metabolism,Metabolism,"CAMTA,NAC",2,-1.425,Strong down,,"ko00905,ko01100,ko01110,map00905,map01100,map01110",4,14
Zm00001eb301430,chr7,10524518,1.4359456092472174,-1.4359456092472174,XP_004983791.1 ABC transporter F family member 4 [Setaria italica],ABC transporter F family member 4,Unknown,Membrane/Transport,Membrane/Transport,"C2H2,ERF,LBD,MYB",4,-0.41,Stable,,,8,11
Zm00001eb301470,chr7,10719162,1.3331421122645593,-1.3331421122645593,"XP_002459436.2 pentatricopeptide repeat-containing protein At5g64320, mitochondrial [Sorghum bicolor]",Pentacotripeptide-repeat region of PRORP,Unknown,Signal Transduction,Signal Transduction,Dof,1,0.574,Stable,,,8,11
Zm00001eb301540,chr7,10933578,5.061909574591178,5.061909574591178,XP_006657506.2 tryptophan synthase alpha chain-like [Oryza brachyantha],Belongs to the TrpA family,Unknown,Metabolism,Metabolism,"ERF,MYB,TCP",3,-0.502,Stable,,"ko00260,ko00400,ko00402,ko01100,ko01110,ko01130,ko01230,map00260,map00400,map00402,map01100,map01110,map01130,map01230",6,7
Zm00001eb302270,chr7,13954725,2.552939442944594,-2.552939442944594,XP_002461576.1 F-box protein At2g26160 [Sorghum bicolor],nan,Unknown,Unknown,Unknown,"C2H2,NAC,bHLH",3,0.621,Stable,,,5,12
Zm00001eb302940,chr7,17959685,4.686390244607297,-4.686390244607297,"XP_002459524.1 zeta-carotene desaturase, chloroplastic/chromoplastic [Sorghum bicolor]",Catalyzes the conversion of zeta-carotene to lycopene via the intermediary of ne,Unknown,Unknown,Unknown,bHLH,1,-0.188,Stable,,"ko00906,ko01100,ko01110,map00906,map01100,map01110",12,7
Zm00001eb303060,chr7,18956238,1.7875926306467889,-1.7875926306467889,XP_002461672.1 leucine-rich repeat receptor-like tyrosine-protein kinase PXC3 [Sorghum bicolor],Protein kinase domain,Unknown,Receptor/Sensor,Receptor/Sensor|Signal Transduction|Metabolism,"CAMTA,EIL,G2-like,NAC",4,-1.13,Strong down,,,5,13
Zm00001eb303280,chr7,20132866,2.66532678268429,2.66532678268429,XP_021309903.1 UPF0613 protein PB24D3.06c [Sorghum bicolor],Protein of unknown function (DUF1749),Unknown,Unknown,Unknown,"Dof,bZIP",2,-0.031,Stable,,,6,12
Zm00001eb303620,chr7,21757630,2.369923834793785,-2.369923834793785,XP_002459566.1 NAC domain-containing protein 67 [Sorghum bicolor],No apical meristem (NAM) protein,Unknown,Signal Transduction,Signal Transduction|Transcription Factor,"BBR-BPC,C2H2,GRAS,MYB_related,TALE",5,-0.74,Stable,,,4,12
Zm00001eb303740,chr7,22297801,2.5093168700910597,2.5093168700910597,XP_021308300.1 nitrile-specifier protein 5 [Sorghum bicolor],"Galactose oxidase, central domain",Unknown,Metabolism,Metabolism,"CAMTA,MIKC_MADS,NAC,bHLH,bZIP",5,1.692,Strong up,,,8,10
Zm00001eb304110,chr7,24551813,2.6149041861269624,-2.6149041861269624,XP_021309538.1 uncharacterized protein LOC110432864 isoform X2 [Sorghum bicolor],Protein phosphatase inhibitor 2 (IPP-2),Unknown,Signal Transduction,Signal Transduction,"Dof,GRAS,MIKC_MADS,Trihelix",4,0.114,Stable,,,4,10
Zm00001eb304560,chr7,27378767,3.8414810666527024,3.8414810666527024,XP_002459635.1 probable cellulose synthase A catalytic subunit 6 [UDP-forming] [Sorghum bicolor],Belongs to the glycosyltransferase 2 family. Plant cellulose synthase subfamily,Unknown,Metabolism,Metabolism,"CPP,Trihelix",2,-0.154,Stable,,,4,15
Zm00001eb307400,chr7,52719477,2.282258721460169,-2.282258721460169,XP_002462029.1 transcription factor MYB44 [Sorghum bicolor],Myb-like DNA-binding domain,Unknown,Transcription Factor,Transcription Factor,GATA,1,2.229,Strong up,,,15,3
Zm00001eb308990,chr7,82964676,1.4127807266210728,-1.4127807266210728,XP_021308686.1 sodium/hydrogen exchanger 6 [Sorghum bicolor],Sodium hydrogen exchanger,Unknown,Unknown,Unknown,"C2H2,ERF,TALE,bHLH",4,1.039,Strong up,,,8,10
Zm00001eb309590,chr7,89902299,1.483412957501383,1.483412957501383,XP_002462169.1 pathogenesis-related genes transcriptional activator PTI6 [Sorghum bicolor],DNA-binding domain in plant proteins such as APETALA2 and EREBPs,Unknown,Transcription Factor,Transcription Factor,"B3,NAC,TALE,bZIP",4,1.391,Strong up,,,7,11
Zm00001eb311230,chr7,104978194,3.004041531384752,-3.004041531384752,XP_010519815.1 PREDICTED: probable trehalose-phosphate phosphatase J isoform X2 [Tarenaya hassleriana],Removes the phosphate from trehalose 6-phosphate to produce free trehalose,Unknown,Signal Transduction,Signal Transduction,"MYB,TCP",2,-1.861,Strong down,,"ko00500,ko01100,map00500,map01100",5,12
Zm00001eb312020,chr7,112626983,2.776015685879615,-2.776015685879615,"XP_021308880.1 alpha,alpha-trehalose-phosphate synthase [UDP-forming] 6 [Sorghum bicolor]",Glycosyltransferase family 20,Unknown,Metabolism,Metabolism,"C2H2,ERF,MIKC_MADS,MYB",4,1.01,Strong up,,"ko00500,ko01100,map00500,map01100",11,8
Zm00001eb312440,chr7,115955090,1.95379483851799,-1.95379483851799,XP_052166829.1 O-fucosyltransferase 31-like [Oryza glaberrima],GDP-fucose protein O-fucosyltransferase,Unknown,Metabolism,Metabolism,NONE,1,0.59,Stable,,,8,7
Zm00001eb312990,chr7,121094007,5.4270744724144935,5.4270744724144935,nan,nan,Unknown,Unknown,Unknown,"CAMTA,NAC,TALE,TCP,Trihelix,bHLH,bZIP",7,0.131,Stable,,,11,6
Zm00001eb313460,chr7,123472084,2.315207457748919,-2.315207457748919,XP_002460242.1 tetraspanin-8 [Sorghum bicolor],Belongs to the tetraspanin (TM4SF) family,Unknown,Unknown,Unknown,"CAMTA,NAC,bHLH",3,0.971,Stable,,,5,10
Zm00001eb314230,chr7,127366190,1.7220254620463895,-1.7220254620463895,XP_021308282.1 protein GAMETE EXPRESSED 1 [Sorghum bicolor],Protein GAMETE EXPRESSED,Unknown,Unknown,Unknown,"AP2,bZIP",2,1.856,Strong up,,,8,10
Zm00001eb316180,chr7,136373078,2.0457408494500875,2.0457408494500875,XP_002460418.2 subtilisin-like protease SBT5.3 [Sorghum bicolor],subtilisin-like protease,Unknown,Protein Processing,Protein Processing,GATA,1,-0.222,Stable,,,7,10
Zm00001eb316410,chr7,137154179,3.622077143871217,3.622077143871217,XP_002460433.1 heat shock protein 81-2 [Sorghum bicolor],Heat shock protein,Unknown,Protein Processing,Protein Processing,ARF,1,0.96,Stable,,"ko04141,ko04151,ko04217,ko04612,ko04621,ko04626,ko04657,ko04659,ko04914,ko04915,ko05200,ko05215,ko05418,map04141,map04151,map04217,map04612,map04621,map04626,map04657,map04659,map04914,map04915,map052",8,11
Zm00001eb320760,chr7,152794976,2.359105314688309,2.359105314688309,XP_004957587.1 uncharacterized protein LOC101752644 [Setaria italica],PRLI-interacting factor,Unknown,Unknown,Unknown,"C2H2,GRAS",2,1.589,Strong up,,,11,5
Zm00001eb320800,chr7,152901826,2.376782648274342,2.376782648274342,XP_004957585.1 UTP--glucose-1-phosphate uridylyltransferase [Setaria italica],UTP--glucose-1-phosphate uridylyltransferase,Unknown,Metabolism,Metabolism,"ARF,SBP,TALE",3,-0.145,Stable,,"ko00040,ko00052,ko00500,ko00520,ko01100,ko01130,map00040,map00052,map00500,map00520,map01100,map01130",5,11
Zm00001eb322690,chr7,162221242,5.814676515804214,-5.814676515804214,XP_021303040.1 protein DETOXIFICATION 40-like [Sorghum bicolor],Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family,Unknown,Unknown,Unknown,TALE,1,1.805,Strong up,,,6,11
Zm00001eb323490,chr7,164514551,2.505228500913015,-2.505228500913015,XP_002460824.1 probable histone H2A.2 [Sorghum bicolor],"Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, l",Unknown,Chromatin/Epigenetic,Chromatin/Epigenetic|Translation,NONE,1,0.717,Stable,,"ko04217,ko05034,ko05322,map04217,map05034,map05322",14,4
Zm00001eb323570,chr7,164771432,2.326173244124276,-2.326173244124276,"XP_002462979.2 peptide chain release factor PrfB1, chloroplastic [Sorghum bicolor]",PCRF,Unknown,Unknown,Unknown,NONE,1,-0.252,Stable,,,14,5
Zm00001eb325330,chr7,169218303,2.856167218397106,-2.856167218397106,XP_004958115.1 vacuolar protein sorting-associated protein 62 [Setaria italica],Vacuolar protein sorting-associated protein 62,Unknown,Unknown,Unknown,"MYB_related,TALE,WRKY",3,3.402,Strong up,,,6,13
Zm00001eb325370,chr7,169303840,2.7983655340285414,-2.7983655340285414,"XP_002460914.1 glucan endo-1,3-beta-glucosidase 4 [Sorghum bicolor]",Belongs to the glycosyl hydrolase 17 family,Unknown,Metabolism,Metabolism,"LBD,MIKC_MADS",2,0.267,Stable,,"ko00500,ko04120,map00500,map04120",10,5
Zm00001eb327030,chr7,173331955,2.6794854885435906,-2.6794854885435906,XP_002460988.1 UDP-arabinopyranose mutase 3 [Sorghum bicolor],Reversibly glycosylated polypeptide,Unknown,Hormone,Hormone,NONE,1,0.641,Stable,,"ko00520,map00520",8,7
Zm00001eb327110,chr7,173667431,2.1224344819281495,-2.1224344819281495,XP_002463161.1 cytosolic sulfotransferase 5 [Sorghum bicolor],Belongs to the sulfotransferase 1 family,Unknown,Metabolism,Metabolism,"C2H2,Dof,GRAS,MIKC_MADS,MYB,MYB_related",6,2.511,Strong up,,,7,8
Zm00001eb327480,chr7,174664944,1.751090382141502,-1.751090382141502,"XP_002463181.1 3-oxoacyl-[acyl-carrier-protein] synthase II, chloroplastic [Sorghum bicolor]",Belongs to the beta-ketoacyl-ACP synthases family,Unknown,Membrane/Transport,Membrane/Transport|Metabolism,"ARR-B,EIL,G2-like,GATA,HD-ZIP,MYB_related,WOX",7,-0.833,Stable,,"ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212",7,10
Zm00001eb327810,chr7,175668363,1.7000016003088825,1.7000016003088825,XP_021309735.1 uncharacterized protein LOC8079215 isoform X1 [Sorghum bicolor],alpha/beta hydrolase fold,Unknown,Metabolism,Metabolism,"AP2,MYB,Nin-like",3,-0.643,Stable,,,14,5
Zm00001eb327830,chr7,175680502,2.3878964371314235,-2.3878964371314235,XP_002463204.2 putative pentatricopeptide repeat-containing protein At1g19290 [Sorghum bicolor],Pentacotripeptide-repeat region of PRORP,Unknown,Signal Transduction,Signal Transduction,"EIL,SBP,TCP,WRKY,bZIP",5,0.734,Stable,,,6,11
Zm00001eb328010,chr7,176262487,1.9647970392261265,-1.9647970392261265,"XP_040381988.1 15-cis-phytoene desaturase, chloroplastic/chromoplastic [Oryza brachyantha]",Belongs to the MYST (SAS MOZ) family,Unknown,Unknown,Unknown,"ERF,SBP,TCP,bHLH",4,-0.636,Stable,,,8,9
Zm00001eb328440,chr7,176970350,6.513330994649963,-6.513330994649963,XP_021309299.1 PLASMODESMATA CALLOSE-BINDING PROTEIN 5 [Sorghum bicolor],Possibly involved in carbohydrate binding,Unknown,Signal Transduction,Signal Transduction,ERF,1,-0.116,Stable,,"ko00500,map00500",3,15
Zm00001eb329360,chr7,179464147,4.1646562021484925,4.1646562021484925,XP_021307748.1 probable protein phosphatase 2C 65 isoform X2 [Sorghum bicolor],Protein phosphatase 2C,Unknown,Signal Transduction,Signal Transduction,"C2H2,MYB",2,-0.336,Stable,,,5,11
Zm00001eb329550,chr7,179751510,1.8798292276384685,-1.8798292276384685,XP_002461144.2 LOW QUALITY PROTEIN: uncharacterized protein LOC8073127 [Sorghum bicolor],"Uncharacterized protein family, UPF0114",Unknown,Unknown,Unknown,"ERF,MYB,Trihelix",3,0.086,Stable,,,9,7
Zm00001eb329970,chr7,180810886,2.173099184046629,2.173099184046629,XP_002463342.1 uncharacterized protein LOC8073147 [Sorghum bicolor],Tryptophan/tyrosine permease family,Unknown,Membrane/Transport,Membrane/Transport,"BBR-BPC,C2H2,GRAS,MIKC_MADS",4,0.309,Stable,,,11,6
Zm00001eb330450,chr7,181733597,2.9306116708948107,-2.9306116708948107,XP_002463372.2 F-actin-capping protein subunit alpha [Sorghum bicolor],F-actin-capping proteins bind in a Ca(2 )-independent manner to the fast growing,Unknown,Signal Transduction,Signal Transduction,"NAC,TALE",2,1.333,Strong up,,"ko04144,map04144",4,15
Zm00001eb331730,chr7,184184149,2.510958997747418,-2.510958997747418,nan,nan,Unknown,Unknown,Unknown,"ERF,TALE",2,0.585,Stable,,,14,4
Zm00001eb332500,chr8,1617992,2.437675494292419,2.437675494292419,"XP_002457681.1 rhomboid-like protein 14, mitochondrial [Sorghum bicolor]",Rhomboid family,Unknown,Unknown,Unknown,"ARR-B,CAMTA,GRAS,MYB,NAC,TALE",6,0.219,Stable,,,3,13
Zm00001eb332530,chr8,1749181,1.1478488548900925,-1.1478488548900925,XP_021311625.1 coatomer subunit beta-2 [Sorghum bicolor],The coatomer is a cytosolic protein complex that binds to dilysine motifs and re,Unknown,Unknown,Unknown,"C2H2,EIL",2,0.809,Stable,,,7,10
Zm00001eb334370,chr8,8506709,2.5248681663994876,2.5248681663994876,"XP_011016464.1 PREDICTED: 1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplastic-like [Populus euphratica]",1-deoxy-D-xylulose 5-phosphate reductoisomerase,Unknown,Metabolism,Metabolism,"C2H2,ERF,MIKC_MADS,TALE",4,-1.518,Strong down,,"ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130",5,7
Zm00001eb334480,chr8,8775687,2.4471928673778685,-2.4471928673778685,XP_004967981.1 protein decapping 5 isoform X2 [Setaria italica],FDF,Unknown,Unknown,Unknown,MYB,1,0.574,Stable,,,4,12
Zm00001eb334810,chr8,10520954,1.9462046699975093,-1.9462046699975093,XP_002455288.2 uncharacterized protein LOC8070432 [Sorghum bicolor],nan,Unknown,Unknown,Unknown,"C2H2,ERF,G2-like",3,-0.275,Stable,,,6,10
Zm00001eb335380,chr8,13302694,3.8109937345835183,3.8109937345835183,XP_052140472.1 delta(7)-sterol-C5(6)-desaturase-like [Oryza glaberrima],Belongs to the sterol desaturase family,Unknown,Unknown,Unknown,"HD-ZIP,M-type_MADS,MYB",3,-0.862,Stable,,"ko00100,ko01100,ko01110,ko01130,map00100,map01100,map01110,map01130",10,9
Zm00001eb335790,chr8,14488803,5.730815164538821,-5.730815164538821,"XP_002455213.2 uncharacterized protein At2g39795, mitochondrial, partial [Sorghum bicolor]",Mitochondrial glycoprotein,Unknown,Unknown,Unknown,NONE,1,-0.051,Stable,,"ko05168,map05168",3,16
Zm00001eb335870,chr8,14821883,2.0682081316758447,-2.0682081316758447,"XP_004968207.1 triosephosphate isomerase, cytosolic [Setaria italica]",Triosephosphate isomerase,Unknown,Metabolism,Metabolism,GRAS,1,-0.216,Stable,,"ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230",13,6
Zm00001eb336750,chr8,17930775,1.4278999050363927,1.4278999050363927,XP_002455104.1 uncharacterized protein LOC8056548 isoform X2 [Sorghum bicolor],Protein of unknown function (DUF4050),Unknown,Unknown,Unknown,"BBR-BPC,ERF,GRAS,LBD,TALE",5,-0.512,Stable,,,12,7
Zm00001eb337140,chr8,19585956,2.5272997434692557,-2.5272997434692557,XP_002457231.1 DExH-box ATP-dependent RNA helicase DExH10 [Sorghum bicolor],rRNA-processing arch domain,Unknown,Unknown,Unknown,"ARR-B,G2-like,MIKC_MADS,MYB_related",4,0.71,Stable,,"ko03018,map03018",13,6
Zm00001eb337820,chr8,22431123,3.057842496153543,3.057842496153543,XP_004974407.1 uncharacterized protein LOC101770604 [Setaria italica],"Protein of unknown function, DUF594",Unknown,Unknown,Unknown,Dof,1,-1.207,Strong down,,,8,11
Zm00001eb339970,chr8,35510978,2.2879860081957872,2.2879860081957872,XP_004967532.1 putative methyltransferase DDB_G0268948 [Setaria italica],Methyltransferase domain,Unknown,Chromatin/Epigenetic,Chromatin/Epigenetic|Metabolism,"MIKC_MADS,MYB,MYB_related",3,3.022,Strong up,,,7,6
Zm00001eb342350,chr8,63618585,2.869637650985566,-2.869637650985566,XP_002440155.1 phosphoribosylamine--glycine ligase [Sorghum bicolor],"Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain",Unknown,Metabolism,Metabolism,"ERF,MYB,NAC,bHLH,bZIP",5,0.823,Stable,,"ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130",6,8
Zm00001eb344390,chr8,74324726,5.125252714907451,5.125252714907451,XP_002441558.1 uncharacterized protein LOC8083789 [Sorghum bicolor],nan,Unknown,Unknown,Unknown,NONE,1,-0.193,Stable,,,10,5
Zm00001eb347380,chr8,95195123,2.113338649333199,-2.113338649333199,XP_021898010.1 60S ribosomal protein L11-like isoform X2 [Carica papaya],rRNA binding,Unknown,Translation,Translation,"Dof,MIKC_MADS",2,0.759,Stable,,"ko00230,ko00240,ko01100,ko03010,ko03030,ko03410,ko03420,ko03430,ko03440,ko05166,map00230,map00240,map01100,map03010,map03030,map03410,map03420,map03430,map03440,map05166",8,6
Zm00001eb349530,chr8,107751729,6.414710185889344,-6.414710185889344,XP_002439791.1 uncharacterized protein LOC8085128 [Sorghum bicolor],nan,Unknown,Unknown,Unknown,"LBD,WRKY",2,0.813,Stable,,,3,13
Zm00001eb350050,chr8,111330142,2.270372570453316,2.270372570453316,XP_002440740.1 derlin-1.2 [Sorghum bicolor],May be involved in the degradation of misfolded endoplasmic reticulum (ER) lumin,Unknown,Unknown,Unknown,"ERF,G2-like,NAC",3,0.983,Stable,,"ko04141,map04141",5,12
Zm00001eb350800,chr8,116309207,3.043002445624664,3.043002445624664,nan,nan,Unknown,Unknown,Unknown,"MYB,MYB_related,WRKY",3,-1.847,Strong down,,,6,7
Zm00001eb351640,chr8,120328484,4.244194216337269,4.244194216337269,XP_021303289.1 probable DNA helicase MCM8 isoform X1 [Sorghum bicolor],Belongs to the MCM family,Unknown,Unknown,Unknown,"MYB_related,TCP",2,0.562,Stable,,,10,4
Zm00001eb351780,chr8,120770399,2.2373508295204845,-2.2373508295204845,"XP_021303508.1 UTP--glucose-1-phosphate uridylyltransferase 3, chloroplastic isoform X1 [Sorghum bicolor]",UTP-monosaccharide-1-phosphate uridylyltransferase activity,Unknown,Metabolism,Metabolism,"C2H2,GRAS,Nin-like,TALE",4,0.607,Stable,,,6,6
Zm00001eb351910,chr8,121249849,2.6652840215089357,-2.6652840215089357,XP_021303110.1 probable methyltransferase PMT23 [Sorghum bicolor],Putative S-adenosyl-L-methionine-dependent methyltransferase,Unknown,Chromatin/Epigenetic,Chromatin/Epigenetic|Metabolism,"ERF,LBD",2,0.594,Stable,,,11,4
Zm00001eb351960,chr8,121472803,1.470523439041034,1.470523439041034,"XP_014754812.1 protein RETICULATA-RELATED 5, chloroplastic-like [Brachypodium distachyon]","Haem-binding uptake, Tiki superfamily, ChaN",Unknown,Transcription Factor,Transcription Factor,"C2H2,LBD,MIKC_MADS",3,-1.228,Strong down,,,4,9
Zm00001eb352310,chr8,122598520,5.150081652451887,5.150081652451887,"XP_004961670.1 histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH1 [Setaria italica]","histone-lysine N-methyltransferase, H3 lysine-9 specific",Unknown,Chromatin/Epigenetic,Chromatin/Epigenetic|Metabolism,"ERF,TALE",2,0.053,Stable,,"ko00260,ko00310,ko01100,ko04146,ko04211,map00260,map00310,map01100,map04146,map04211",4,13
Zm00001eb352940,chr8,125692145,2.9148668990011504,-2.9148668990011504,XP_021303631.1 transmembrane protein 56-like [Sorghum bicolor],TLC domain,Unknown,Membrane/Transport,Membrane/Transport,"ARR-B,G2-like,NAC,SBP",4,1.28,Strong up,,,3,13
Zm00001eb354530,chr8,132884231,2.7259268863491086,-2.7259268863491086,XP_004960431.1 chromatin structure-remodeling complex protein BSH [Setaria italica],SNF5 / SMARCB1 / INI1,Unknown,Chromatin/Epigenetic,Chromatin/Epigenetic,"MYB,TCP",2,0.964,Stable,,"ko04714,ko05225,map04714,map05225",8,10
Zm00001eb355170,chr8,135407191,7.387917666386748,7.387917666386748,XP_002439201.1 tetraspanin-3 [Sorghum bicolor],Belongs to the tetraspanin (TM4SF) family,Unknown,Unknown,Unknown,"MYB,SBP",2,0.235,Stable,,,5,11
Zm00001eb356090,chr8,138292923,2.489816512747927,-2.489816512747927,XP_021302707.1 ABC transporter D family member 1 [Sorghum bicolor],ABC transporter transmembrane region 2,Unknown,Membrane/Transport,Membrane/Transport,"BBR-BPC,C2H2,GRAS,MIKC_MADS,TALE",5,0.532,Stable,,"ko02010,ko04146,map02010,map04146",10,5
Zm00001eb356410,chr8,139542115,1.002036770545491,1.002036770545491,XP_052155031.1 nucleosome assembly protein 1;2 [Oryza glaberrima],Belongs to the nucleosome assembly protein (NAP) family,Unknown,Unknown,Unknown,"BES1,NAC,bHLH,bZIP",4,2.804,Strong up,,,3,14
Zm00001eb356430,chr8,139633555,2.9344690963873594,-2.9344690963873594,XP_002440147.1 probable WRKY transcription factor 50 [Sorghum bicolor],WRKY DNA -binding domain,Unknown,Transcription Factor,Transcription Factor,"ERF,LBD,TALE,TCP",4,-0.462,Stable,,,10,7
Zm00001eb356920,chr8,141846950,2.1281626349460367,2.1281626349460367,nan,nan,Unknown,Unknown,Unknown,G2-like,1,-0.003,Stable,,,5,9
Zm00001eb357290,chr8,143422255,1.3467381600489003,-1.3467381600489003,nan,Short calmodulin-binding motif containing conserved Ile and Gln residues.,Unknown,Signal Transduction,Signal Transduction,ERF,1,1.153,Strong up,,,4,12
Zm00001eb357340,chr8,143696517,2.3397966562317483,2.3397966562317483,XP_003568596.1 histone H2B.1 [Brachypodium distachyon],Histone H2B,Unknown,Chromatin/Epigenetic,Chromatin/Epigenetic,SBP,1,1.254,Strong up,,"ko05034,ko05203,ko05322,map05034,map05203,map05322",5,9
Zm00001eb357600,chr8,144808376,2.6331342190462195,2.6331342190462195,XP_002455881.1 GDSL esterase/lipase At5g37690 isoform X1 [Sorghum bicolor],GDSL-like Lipase/Acylhydrolase,Unknown,Metabolism,Metabolism,CPP,1,2.104,Strong up,,,7,9
Zm00001eb358310,chr8,148019718,4.062382971328123,4.062382971328123,XP_021310930.1 probable aldo-keto reductase 1 isoform X2 [Sorghum bicolor],Aldo/keto reductase family,Unknown,Metabolism,Metabolism,NONE,1,0.47,Stable,,,4,10
Zm00001eb358380,chr8,148220192,3.606833458385681,3.606833458385681,"XP_002458167.2 ATP-dependent zinc metalloprotease FTSH 9, chloroplastic/mitochondrial [Sorghum bicolor]",Belongs to the AAA ATPase family,Unknown,Protein Processing,Protein Processing,"MYB_related,TCP",2,-0.655,Stable,,"ko04139,map04139",14,5
Zm00001eb358690,chr8,149082352,3.271785325755113,3.271785325755113,XP_002455982.1 kinesin-like protein KIN-13B [Sorghum bicolor],Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family,Unknown,Transcription Factor,Transcription Factor,ARF,1,-2.301,Strong down,,,9,10
Zm00001eb359400,chr8,151310228,4.113862535067752,4.113862535067752,XP_002458242.2 uncharacterized protein LOC8058256 isoform X1 [Sorghum bicolor],WD40 repeats,Unknown,Unknown,Unknown,"C2H2,NAC",2,1.33,Strong up,,,6,7
Zm00001eb360330,chr8,154803605,2.4156289925880072,2.4156289925880072,"XP_004969532.1 30S ribosomal protein S20, chloroplastic [Setaria italica]",Ribosomal protein S20,Unknown,Translation,Translation,"CAMTA,bHLH",2,-0.757,Stable,,"ko03010,map03010",5,13
Zm00001eb361180,chr8,158078802,2.784443667316501,2.784443667316501,XP_002456230.1 vesicle transport v-SNARE 13 [Sorghum bicolor],Vesicle transport v-SNARE protein N-terminus,Unknown,Unknown,Unknown,"Dof,GRAS,MIKC_MADS,MYB,NAC",5,0.57,Stable,,"ko04130,ko04138,map04130,map04138",12,5
Zm00001eb361900,chr8,160124268,3.050999025132883,3.050999025132883,XP_004969830.1 uncharacterized protein LOC101757985 [Setaria italica],nan,Unknown,Unknown,Unknown,SBP,1,0.968,Stable,,,4,11
Zm00001eb362270,chr8,162966385,2.791335446100365,2.791335446100365,"XP_002459173.1 pentatricopeptide repeat-containing protein At3g48250, chloroplastic [Sorghum bicolor]",PPR repeat,Unknown,Signal Transduction,Signal Transduction,"G2-like,MYB",2,1.522,Strong up,,,7,10
Zm00001eb363480,chr8,165905195,2.543557184954071,-2.543557184954071,XP_021312735.1 mitochondrial thiamine diphosphate carrier 2 isoform X1 [Sorghum bicolor],Belongs to the mitochondrial carrier (TC 2.A.29) family,Unknown,Membrane/Transport,Membrane/Transport,ARF,1,-0.072,Stable,,,11,7
Zm00001eb363730,chr8,166221363,2.819579796012812,2.819579796012812,XP_002459025.1 long chain base biosynthesis protein 2d [Sorghum bicolor],C-palmitoyltransferase activity,Unknown,Metabolism,Metabolism,"HD-ZIP,Trihelix",2,0.745,Stable,,"ko00600,ko01100,ko04071,ko04138,map00600,map01100,map04071,map04138",4,15
Zm00001eb363880,chr8,166609169,1.9709685441101807,1.9709685441101807,XP_006646634.3 transaldolase [Oryza brachyantha],Transaldolase/Fructose-6-phosphate aldolase,Unknown,Unknown,Unknown,"ERF,NAC,SBP",3,0.846,Stable,,"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230",8,9
